location,latitude,longitude,zone,property_type,bhk,total_sqft,price_per_sqft,price_2021,price_2022,price_2023,price_2024,price_2025,annual_growth_rate_pct,metro_access,distance_to_it_hub_km,kiii,distance_to_airport_km
Indiranagar,12.9764,77.645,East,Apartment,3,1760,19750,13259,14311,15933,17739,19750,11.28,Yes,6.9,4.4,37.4
HSR Layout,12.9112,77.6396,South,Apartment,3,1720,15000,8717,9677,11199,12961,15000,15.96,No,5.9,8.2,42.7
Sarjapur Road,12.9019,77.6842,East,Builder Floor,3,1890,11750,7113,7833,8967,10265,11750,14.55,No,4.2,11,41.9
Anjanapura,12.8572,77.5686,South,Apartment,3,1880,6000,4600,4839,5199,5585,6000,7.65,No,11.2,9.1,47.8
Rajarajeshwari Nagar,12.9226,77.5024,West,Builder Floor,1,530,6950,5276,5561,5990,6452,6950,6.59,Yes,15.7,9.3,44
Rajarajeshwari Nagar,12.9206,77.5026,West,Apartment,3,2040,7300,5541,5840,6291,6777,7300,8.16,Yes,16.1,7.9,40
Banashankari,12.9345,77.5507,South,Apartment,1,680,8800,6884,7214,7708,8236,8800,6.63,Yes,11.1,5.5,36
ITPL,12.9841,77.7315,East,Apartment,3,1780,11050,7036,7673,8665,9785,11050,11.65,No,1.6,14.2,36.8
Gottigere,12.8741,77.5973,South,Apartment,2,1100,6300,4643,4922,5344,5802,6300,9.85,No,10.5,8.7,43.6
Marathahalli,12.9552,77.7053,East,Builder Floor,2,1260,9400,5935,6483,7338,8305,9400,15.02,No,3.3,9.4,39.8
KR Puram,13.0082,77.6949,East,Apartment,2,890,8800,4627,5238,6227,7403,8800,16.23,Yes,6.1,7.3,31.8
JP Nagar,12.9035,77.5874,South,Villa,3,1530,9750,7050,7501,8186,8934,9750,9.16,Yes,9.6,6,37
Frazer Town,12.9745,77.6103,Central,Builder Floor,3,1730,11400,9491,9828,10326,10850,11400,5.82,No,11.3,3.7,36
Jayanagar,12.9288,77.5969,South,Apartment,1,490,15150,10648,11391,12527,13776,15150,11.34,Yes,8.8,3.5,36.9
Kanakapura Road,12.8585,77.5884,South,Builder Floor,2,1220,8850,6106,6556,7246,8008,8850,9.41,Yes,8.5,8.4,46.5
Gottigere,12.8669,77.5987,South,Apartment,2,1340,6950,5122,5429,5895,6401,6950,8.13,No,9.8,8.4,47.5
Whitefield,12.9649,77.7489,East,Builder Floor,1,540,14400,6247,7347,9195,11507,14400,21.87,Yes,2,14.1,38
Sarjapur Road,12.9022,77.6852,East,Apartment,3,1370,12600,7627,8400,9616,11007,12600,14.52,No,4.7,11.7,41
Hebbal,13.0325,77.6009,North,Apartment,3,1790,15400,10339,11159,12424,13832,15400,9.93,No,9.9,8,19.8
Devanahalli,13.2464,77.7158,North,Apartment,3,1320,9100,4893,5515,6517,7701,9100,15.51,No,28.6,7.7,8.5
Bellandur,12.9266,77.6759,East,Apartment,3,2080,13850,8247,9112,10477,12046,13850,16.53,No,3.5,10.9,41.1
Indiranagar,12.9831,77.6366,East,Villa,4,2290,19250,12924,13949,15530,17290,19250,10.9,Yes,6.4,4.6,38.9
JP Nagar,12.9099,77.5845,South,Apartment,2,1130,9000,6506,6922,7555,8246,9000,8.38,Yes,8.3,6.7,38.4
Bannerghatta Road,12.8761,77.5928,South,Apartment,1,570,9450,5916,6473,7343,8330,9450,15.35,No,7.4,6.7,43.6
Banashankari,12.9347,77.5529,South,Apartment,1,660,8150,6374,6680,7138,7627,8150,7.45,Yes,10.9,5.3,36.6
Rajajinagar,12.9939,77.5531,West,Builder Floor,2,1080,13400,10697,11166,11866,12610,13400,6.43,Yes,12.3,4.2,31.7
JP Nagar,12.9086,77.5832,South,Builder Floor,2,1180,9100,6579,7000,7640,8338,9100,9.73,Yes,8.5,6,40.7
Yelahanka,13.1,77.5996,North,Apartment,1,570,10550,6035,6720,7810,9077,10550,14.93,No,22.6,5.3,12
Richmond Town,12.9609,77.6062,Central,Apartment,3,1620,14950,11693,12254,13094,13991,14950,6.27,Yes,11.8,2.7,37.3
Kanakapura Road,12.8616,77.5868,South,Apartment,2,1020,8550,5900,6334,7000,7736,8550,10.29,Yes,8.4,8.6,49.4
Hoodi,12.9855,77.7195,East,Apartment,4,2590,10800,6999,7606,8549,9609,10800,11.37,Yes,4.1,11.9,36.9
JP Nagar,12.9105,77.5835,South,Builder Floor,2,1250,9700,7013,7462,8144,8888,9700,9.36,Yes,9.4,6.9,40.9
Thanisandra,13.0614,77.6249,North,Builder Floor,1,680,9150,5777,6310,7142,8084,9150,12.04,No,13.1,7.3,18.9
Rajajinagar,12.9888,77.5524,West,Apartment,2,1100,13800,11016,11499,12220,12986,13800,6.38,Yes,13.6,3.8,32.7
Hennur,13.0403,77.6401,North,Apartment,3,1640,9100,6110,6595,7342,8174,9100,11.27,No,11.3,6.8,22.1
Hennur,13.0411,77.6393,North,Apartment,2,1290,8950,6009,6486,7221,8039,8950,11.05,No,10.4,7.1,23
Kanakapura Road,12.8674,77.5873,South,Apartment,3,1750,7850,5416,5815,6427,7103,7850,11.77,Yes,8.4,8.6,42.9
Malleshwaram,13.0061,77.5682,North,Builder Floor,1,660,14450,13140,13379,13727,14084,14450,2.83,Yes,12.9,3.5,28.5
Nagarbhavi,12.9597,77.5037,West,Apartment,1,590,6350,5176,5381,5686,6009,6350,4.97,No,18.6,6.7,39.1
Yelahanka,13.096,77.5937,North,Apartment,3,2180,11250,6434,7165,8328,9679,11250,17.89,No,23.5,4.8,12.2
Yelahanka,13.1018,77.6006,North,Apartment,2,1100,11100,6349,7070,8217,9550,11100,17.28,No,22.3,5.5,12.8
Hennur,13.0382,77.6358,North,Apartment,3,2090,9150,6144,6631,7382,8219,9150,12.86,No,11.9,6.8,21.7
Malleshwaram,12.9988,77.5703,North,Apartment,2,1340,12750,11594,11805,12112,12427,12750,2.5,Yes,12.7,3.4,27.9
HSR Layout,12.9105,77.6399,South,Villa,3,1370,14950,8688,9645,11162,12918,14950,16.06,No,5.4,7.1,46.9
ITPL,12.9823,77.7253,East,Apartment,3,1990,10200,6496,7084,7999,9033,10200,13.45,No,1.6,13.9,41
Banashankari,12.9327,77.5492,South,Apartment,2,920,8500,6649,6968,7445,7955,8500,6.19,Yes,9.8,4.8,40
Whitefield,12.9661,77.7515,East,Apartment,4,2970,13150,5706,6710,8397,10508,13150,27.19,Yes,1.9,14.5,41.9
RT Nagar,13.0238,77.5898,North,Apartment,1,580,7000,5890,6087,6377,6681,7000,4.97,No,12.8,5.4,26.1
Whitefield,12.9678,77.7504,East,Apartment,2,1130,14000,6074,7143,8939,11187,14000,23.27,Yes,2.1,14.3,42.7
Marathahalli,12.9637,77.6968,East,Apartment,2,980,9600,6062,6621,7494,8482,9600,11.25,No,2.8,10.3,41.5
Bannerghatta Road,12.8764,77.6017,South,Apartment,3,1830,10050,6292,6884,7809,8859,10050,13.24,No,7.7,6.9,45
ITPL,12.9882,77.7296,East,Apartment,1,570,11000,7005,7639,8626,9741,11000,11.59,No,1.6,13.9,37.8
MG Road,12.9764,77.606,Central,Apartment,3,1740,15450,12593,13093,13836,14621,15450,6.45,Yes,12.4,3.2,33.3
Marathahalli,12.9604,77.6986,East,Apartment,1,480,9050,5715,6242,7065,7996,9050,14.66,No,3.2,11,38.8
MG Road,12.9771,77.5979,Central,Villa,4,2480,15750,12838,13348,14105,14905,15750,5.56,Yes,12,3.3,36.4
Hebbal,13.0365,77.6011,North,Apartment,3,1580,15400,10339,11159,12424,13832,15400,12.56,No,9.3,8.2,16.3
Hoodi,12.987,77.7177,East,Apartment,3,1910,11050,7161,7782,8747,9831,11050,10.56,Yes,3.7,11.5,41.6
Hulimavu,12.8921,77.6115,South,Villa,1,650,7600,5495,5847,6381,6964,7600,8.63,No,7.6,8.4,43.4
Kanakapura Road,12.8603,77.5852,South,Villa,1,530,8050,5555,5964,6591,7284,8050,11.33,Yes,8.8,7.2,42.3
Sarjapur Road,12.9037,77.6892,East,Villa,3,1460,12750,7718,8500,9730,11138,12750,12.73,No,4.6,12.1,45.3
Nagarbhavi,12.9642,77.4997,West,Apartment,3,1800,6450,5257,5466,5776,6104,6450,6.49,No,17.2,6.7,41.4
Jayanagar,12.9208,77.5981,South,Apartment,1,670,14400,10121,10827,11907,13094,14400,10.33,Yes,8.7,4,38.7
Indiranagar,12.983,77.6386,East,Apartment,4,2700,18500,12421,13406,14925,16617,18500,11.28,Yes,7.2,4.5,37.3
Manyata Tech Park,13.0467,77.6167,North,Apartment,3,1930,12800,8442,9143,10228,11442,12800,10.16,No,0.5,6.9,17.3
Anjanapura,12.8584,77.5683,South,Apartment,2,1220,5900,4523,4758,5112,5492,5900,6.99,No,13.2,9.8,49.3
JP Nagar,12.9034,77.5892,South,Builder Floor,3,1490,10100,7302,7769,8479,9254,10100,9.55,Yes,8.2,5.9,41.4
Malleshwaram,13.0059,77.5703,North,Apartment,3,1670,12750,11594,11805,12112,12427,12750,2.33,Yes,13.4,3.7,30.6
Kengeri,12.9174,77.4802,West,Builder Floor,2,1080,5450,4263,4467,4773,5100,5450,6.83,Yes,21.7,9.9,43.8
Banashankari,12.9313,77.5526,South,Apartment,1,690,8500,6649,6968,7445,7955,8500,7.01,Yes,9.8,4.7,36.9
Hebbal,13.0349,77.5923,North,Villa,3,2110,16150,10843,11703,13029,14506,16150,9.83,No,9.8,7.9,18.6
JP Nagar,12.912,77.5813,South,Apartment,2,1260,9500,6868,7307,7975,8704,9500,8,Yes,8.3,6.4,39.6
Sarjapur Road,12.9026,77.6817,East,Apartment,3,1580,11500,6962,7667,8776,10046,11500,13.27,No,4.9,11,42.4
Indiranagar,12.9765,77.636,East,Apartment,2,1110,19750,13259,14311,15933,17739,19750,11.92,Yes,6.4,3.9,35.4
Kengeri,12.9157,77.4885,West,Villa,2,1030,5750,4497,4713,5036,5381,5750,5.95,Yes,20.1,8.2,45.1
Richmond Town,12.9663,77.6012,Central,Apartment,1,620,15050,11772,12337,13182,14085,15050,5.84,Yes,12.1,2.6,32.8
Anjanapura,12.8537,77.5724,South,Apartment,2,1300,5700,4370,4597,4939,5306,5700,7.41,No,10.9,10,47.7
Hulimavu,12.8971,77.6119,South,Apartment,2,920,7400,5350,5692,6212,6780,7400,10.33,No,7.5,7.8,48.2
Gottigere,12.8668,77.5962,South,Builder Floor,2,980,6400,4716,4999,5428,5894,6400,8.48,No,9.1,8.8,42.7
Gottigere,12.8725,77.6022,South,Villa,2,1070,6850,5049,5352,5811,6309,6850,7.4,No,10.9,9.7,48
Koramangala,12.9359,77.6239,South,Apartment,4,2920,22400,14022,15342,17405,19745,22400,14.16,No,4.7,5.6,39.8
Rajarajeshwari Nagar,12.9266,77.5053,West,Builder Floor,2,860,8000,6073,6401,6895,7427,8000,8.24,Yes,14.9,8,42.3
RT Nagar,13.0211,77.5917,North,Apartment,2,1020,7900,6647,6869,7197,7540,7900,4.73,No,12.4,5.1,25.8
Malleshwaram,13.0064,77.5688,North,Apartment,2,1120,12750,11594,11805,12112,12427,12750,2.81,Yes,14.3,3.8,30.6
Marathahalli,12.9564,77.7014,East,Builder Floor,3,1560,9000,5683,6208,7026,7952,9000,11.89,No,2.8,9.7,39.2
Varthur,12.9492,77.7503,East,Apartment,2,1150,7250,4781,5178,5793,6481,7250,12.28,No,3.6,13.9,45.9
Hoodi,12.9806,77.7141,East,Apartment,3,1650,10350,6706,7288,8192,9208,10350,11.32,Yes,3.7,12.2,35
Bannerghatta Road,12.8787,77.5949,South,Builder Floor,2,1240,9250,5791,6336,7188,8154,9250,11.94,No,8.7,6.1,41.4
MG Road,12.971,77.5966,Central,Villa,1,530,16000,13041,13559,14328,15141,16000,5.87,Yes,11.8,3.3,38.4
Banashankari,12.9276,77.5508,South,Apartment,2,1240,8300,6493,6804,7270,7768,8300,5.95,Yes,11.4,5.1,41.8
RT Nagar,13.0227,77.5911,North,Apartment,1,520,7450,6269,6478,6787,7111,7450,4.06,No,14,5.9,23.5
Malleshwaram,13.0003,77.5693,North,Apartment,1,650,13900,12641,12871,13205,13548,13900,2.59,Yes,14.5,3.3,28.8
Kengeri,12.9109,77.4828,West,Apartment,1,630,6150,4811,5042,5387,5756,6150,6.22,Yes,20.8,8.6,41.6
Frazer Town,12.9788,77.6122,Central,Villa,1,580,11950,9949,10302,10824,11373,11950,5.64,No,10.6,3.9,32.4
Frazer Town,12.9788,77.6167,Central,Apartment,2,1210,11750,9782,10129,10643,11183,11750,5.28,No,10.2,3.7,34.1
MG Road,12.9724,77.5998,Central,Villa,4,3080,16850,13735,14280,15090,15946,16850,6.36,Yes,10.8,3.1,32.8
Indiranagar,12.9791,77.6385,East,Apartment,3,1580,20300,13629,14710,16377,18233,20300,11.37,Yes,6.7,4.4,36.5
Hoodi,12.9877,77.7216,East,Builder Floor,2,960,10950,7095,7711,8667,9742,10950,11.68,Yes,3.6,10.9,34.8
RT Nagar,13.0231,77.5924,North,Apartment,2,1190,7700,6480,6696,7015,7350,7700,4.29,No,13,5.3,27.4
Manyata Tech Park,13.0488,77.6207,North,Apartment,3,1330,11900,7847,8499,9508,10637,11900,12.41,No,0.5,7.1,20.1
Electronic City,12.8491,77.665,South,Apartment,1,570,6650,4128,4524,5144,5849,6650,15.39,No,0.9,19.5,50.2
Sarjapur Road,12.9028,77.6862,East,Apartment,3,1710,11550,6992,7700,8814,10090,11550,12.41,No,4.7,12.2,44.3
Kengeri,12.915,77.4815,West,Apartment,1,510,5400,4224,4427,4730,5054,5400,7.16,Yes,19.1,9.6,41.3
Bellandur,12.9305,77.6755,East,Apartment,3,1830,12450,7413,8190,9417,10828,12450,15.1,No,3.4,12,46.6
Kengeri,12.9173,77.4833,West,Apartment,1,520,5800,4536,4754,5080,5428,5800,6.12,Yes,18.6,8.8,39.7
ITPL,12.9839,77.7297,East,Apartment,3,1820,11100,7069,7709,8705,9830,11100,13.39,No,1.5,14.2,36.5
Devanahalli,13.2457,77.717,North,Builder Floor,3,1700,8600,4624,5212,6159,7278,8600,19.05,No,29.1,8.3,8.2
Sarjapur Road,12.8984,77.6898,East,Builder Floor,2,1340,12150,7355,8100,9272,10614,12150,12.83,No,4.3,12.5,44.7
Thanisandra,13.0589,77.627,North,Apartment,3,1760,10250,6472,7069,8001,9056,10250,12.94,No,12.8,7.1,19
Banashankari,12.9302,77.554,South,Apartment,2,1120,8550,6688,7009,7489,8002,8550,7.03,Yes,10.5,4.9,35.9
Nagarbhavi,12.9629,77.5024,West,Builder Floor,1,670,5850,4769,4958,5239,5536,5850,5.25,No,17.4,7.2,37.8
Hulimavu,12.8978,77.6178,South,Apartment,3,1390,6850,4951,5268,5750,6276,6850,10.49,No,7.2,8.2,40.5
Hoodi,12.9816,77.7174,East,Apartment,2,1210,10450,6771,7359,8271,9297,10450,14.11,Yes,4,12.8,37.2
Bellandur,12.9293,77.6798,East,Villa,3,1660,13100,7800,8618,9909,11393,13100,15.25,No,3.8,11.4,46.7
Anjanapura,12.8528,77.5664,South,Builder Floor,2,1350,6600,5059,5322,5718,6143,6600,7.92,No,12.9,9.6,52.6
Kengeri,12.9139,77.4804,West,Apartment,3,1680,6000,4693,4918,5255,5615,6000,6.87,Yes,18.2,9,46.1
JP Nagar,12.9085,77.5887,South,Apartment,3,1810,9050,6543,6962,7598,8292,9050,8.34,Yes,8.3,5.9,40.4
MG Road,12.9744,77.5997,Central,Villa,1,580,16000,13041,13559,14328,15141,16000,5.62,Yes,11.7,3.4,31.6
KR Puram,13.005,77.702,East,Apartment,1,680,9350,4915,5565,6616,7865,9350,16.22,Yes,6.8,7.3,35.8
Bellandur,12.9272,77.6775,East,Builder Floor,3,1310,13550,8069,8915,10250,11785,13550,15.53,No,4,11.2,43.7
Bannerghatta Road,12.8821,77.6006,South,Apartment,1,520,9250,5791,6336,7188,8154,9250,15.05,No,7.6,6.6,45.3
MG Road,12.9796,77.6,Central,Apartment,2,1170,15000,12227,12712,13433,14195,15000,5.98,Yes,12.9,3.1,38.3
Anjanapura,12.8596,77.5671,South,Apartment,1,660,5800,4446,4677,5025,5399,5800,7.13,No,11.7,10.7,51.9
Malleshwaram,13.0003,77.5749,North,Apartment,3,1780,12500,11366,11573,11874,12183,12500,2.66,Yes,13.1,3.2,29.1
Hulimavu,12.8915,77.6114,South,Builder Floor,2,950,7250,5242,5577,6087,6643,7250,8.56,No,7.9,7.6,47.8
Varthur,12.9472,77.7459,East,Apartment,2,1300,7500,4946,5357,5993,6704,7500,10.56,No,3.4,13.1,42.2
HSR Layout,12.9161,77.6402,South,Apartment,2,990,13150,7643,8484,9819,11363,13150,15.73,No,5.6,8.5,43.7
Devanahalli,13.2499,77.7151,North,Apartment,2,1020,9700,5216,5879,6947,8209,9700,18.52,No,32.3,8.5,8
Marathahalli,12.9623,77.7028,East,Apartment,2,1060,8500,5367,5862,6635,7510,8500,13.05,No,3,9.3,43.6
Kanakapura Road,12.8654,77.5843,South,Apartment,2,910,8050,5555,5964,6591,7284,8050,9.83,Yes,8.4,7.6,40.6
Hoodi,12.9856,77.7141,East,Apartment,1,540,11000,7128,7747,8707,9787,11000,11.66,Yes,4.1,12.7,35.5
Kengeri,12.9129,77.489,West,Apartment,1,510,5500,4302,4508,4817,5147,5500,6.53,Yes,18.6,9.9,43.3
Bellandur,12.9236,77.6734,East,Apartment,2,920,12450,7413,8190,9417,10828,12450,15.96,No,4,10.9,43.2
JP Nagar,12.9046,77.5827,South,Apartment,4,2460,10100,7302,7769,8479,9254,10100,9.21,Yes,8.8,6.3,37.9
Richmond Town,12.9626,77.6056,Central,Apartment,3,2110,14150,11067,11598,12393,13242,14150,7.33,Yes,11.7,3,32.6
Koramangala,12.9311,77.6216,South,Villa,3,1860,20600,12896,14110,16007,18159,20600,14.75,No,5.1,4.7,36
Manyata Tech Park,13.0427,77.6213,North,Apartment,4,3390,12850,8475,9179,10268,11487,12850,12.07,No,0.5,6.7,19.3
Hulimavu,12.894,77.6148,South,Villa,3,1950,7550,5459,5808,6339,6918,7550,8.04,No,7.8,8.3,47.3
ITPL,12.9817,77.723,East,Builder Floor,1,570,11550,7355,8020,9057,10228,11550,13.51,No,1.6,13.9,39
Jayanagar,12.9238,77.5926,South,Apartment,4,2660,14300,10050,10752,11824,13003,14300,10.18,Yes,10.4,3.9,36.8
ITPL,12.9863,77.7308,East,Builder Floor,3,1890,11500,7323,7986,9018,10184,11500,12.83,No,1.6,14.8,40.2
Manyata Tech Park,13.0448,77.6186,North,Apartment,3,1860,11200,7386,8000,8950,10012,11200,13.59,No,0.5,7.7,20.7
MG Road,12.9778,77.6003,Central,Villa,2,1050,15150,12349,12839,13567,14337,15150,5.68,Yes,12.3,3.3,35.5
Kanakapura Road,12.8663,77.5834,South,Builder Floor,2,1150,8000,5520,5926,6549,7238,8000,9.72,Yes,8.7,8.6,43.7
ITPL,12.9899,77.7247,East,Apartment,2,980,11300,7197,7848,8862,10007,11300,12.73,No,1.6,14.8,35.9
Indiranagar,12.9789,77.6399,East,Apartment,3,1390,19150,12857,13877,15450,17201,19150,11.16,Yes,6.7,4.1,34.3
ITPL,12.9856,77.7322,East,Apartment,3,1850,11850,7546,8229,9293,10494,11850,12.56,No,1.4,12.6,39.3
Yelahanka,13.1004,77.5934,North,Builder Floor,2,1040,9700,5549,6179,7181,8346,9700,16.96,No,22.3,5.5,12.6
Rajajinagar,12.986,77.5556,West,Apartment,3,2180,13750,10977,11458,12176,12939,13750,6.57,Yes,12.4,3.8,29.8
Banashankari,12.9319,77.5565,South,Villa,3,1630,8300,6493,6804,7270,7768,8300,6.84,Yes,11.3,4.6,37.5
Hoodi,12.9837,77.7157,East,Apartment,3,2090,9800,6350,6901,7757,8719,9800,12.56,Yes,3.9,12,37.5
Gottigere,12.8691,77.5995,South,Apartment,3,1380,7250,5343,5664,6150,6677,7250,8.67,No,9.3,8.3,43.9
Thanisandra,13.0582,77.6279,North,Apartment,3,1420,9650,6093,6655,7533,8526,9650,12.21,No,13,7,18.7
Indiranagar,12.9785,77.641,East,Villa,2,1180,19950,13394,14457,16095,17919,19950,10.51,Yes,6.9,4.4,39.4
Rajajinagar,12.9865,77.5488,West,Apartment,3,2030,14000,11177,11667,12398,13175,14000,7.2,Yes,11.8,4.3,27.6
Kengeri,12.9147,77.484,West,Apartment,2,870,6000,4693,4918,5255,5615,6000,6.75,Yes,21.5,8.3,46.8
Rajarajeshwari Nagar,12.9219,77.5031,West,Apartment,1,490,7850,5958,6280,6765,7287,7850,6.57,Yes,15.4,8.6,38.8
Kengeri,12.9141,77.4884,West,Apartment,2,1300,5750,4497,4713,5036,5381,5750,7.86,Yes,19.6,9.7,39.5
Hoodi,12.983,77.7214,East,Apartment,3,1410,10700,6934,7536,8470,9520,10700,13.36,Yes,4.2,13.2,40.3
RT Nagar,13.0154,77.5923,North,Apartment,1,590,7850,6605,6826,7152,7493,7850,5.4,No,12.7,5.2,22.8
Hennur,13.0428,77.6353,North,Apartment,3,1840,8550,5741,6196,6898,7680,8550,12.11,No,12.4,8.1,22.4
Jayanagar,12.9222,77.5953,South,Apartment,3,1600,16250,11421,12218,13436,14776,16250,10.16,Yes,9.6,3.7,38.1
JP Nagar,12.905,77.5802,South,Apartment,2,880,9450,6833,7270,7934,8659,9450,9.68,Yes,9.9,6.3,43.3
Hennur,13.0413,77.6384,North,Apartment,3,1720,8500,5707,6160,6858,7635,8500,10.97,No,11.9,7.6,20
Richmond Town,12.9678,77.6036,Central,Villa,3,1590,15250,11928,12500,13357,14272,15250,7.13,Yes,10.7,2.8,37
Devanahalli,13.2505,77.7152,North,Apartment,3,1520,9150,4920,5546,6553,7743,9150,16.83,No,29,8,8.3
Whitefield,12.9716,77.7523,East,Villa,1,690,15200,6594,7755,9705,12146,15200,25.02,Yes,1.9,14.6,46.1
Kengeri,12.9102,77.4836,West,Apartment,1,680,5650,4420,4632,4949,5288,5650,6.68,Yes,21.2,9,38.9
HSR Layout,12.9157,77.6375,South,Apartment,3,1990,13050,7584,8419,9743,11276,13050,17.82,No,5.2,7.8,40.2
MG Road,12.9755,77.5989,Central,Apartment,2,1110,14750,12023,12500,13209,13958,14750,4.84,Yes,12.3,2.8,37.4
Gottigere,12.8708,77.6006,South,Builder Floor,3,1970,6600,4865,5157,5599,6079,6600,9.18,No,9.5,8.5,42.4
Indiranagar,12.9772,77.6431,East,Apartment,3,1760,19800,13293,14348,15974,17784,19800,9.87,Yes,7.3,4.5,39.5
JP Nagar,12.9087,77.5866,South,Builder Floor,1,530,8950,6471,6885,7514,8201,8950,8.95,Yes,9.1,7,39.7
KR Puram,13.006,77.7009,East,Apartment,3,1780,9200,4837,5476,6510,7739,9200,18.67,Yes,6.3,6.7,31.7
MG Road,12.9788,77.6023,Central,Apartment,3,1810,15100,12307,12796,13522,14289,15100,6.42,Yes,12.8,3.2,32.7
Richmond Town,12.9584,77.6027,Central,Apartment,2,890,15300,11968,12542,13401,14319,15300,6.5,Yes,11.9,2.8,35.8
Bellandur,12.9209,77.6811,East,Villa,3,2090,12200,7265,8027,9229,10611,12200,15.32,No,3.8,10.4,45.7
Hennur,13.0352,77.6343,North,Builder Floor,2,1040,9100,6110,6595,7342,8174,9100,10.75,No,11.2,7.3,23.3
HSR Layout,12.9156,77.6436,South,Villa,2,1080,14000,8136,9032,10453,12097,14000,14.76,No,5.3,8.5,43.2
Kengeri,12.9107,77.4822,West,Apartment,2,980,6150,4811,5042,5387,5756,6150,7.23,Yes,18.9,9.3,41.5
Rajarajeshwari Nagar,12.9259,77.5076,West,Builder Floor,2,990,7000,5313,5600,6032,6498,7000,8.43,Yes,14.8,8.5,41.8
Manyata Tech Park,13.0412,77.6224,North,Apartment,3,1680,12000,7914,8572,9589,10727,12000,11.02,No,0.5,6.5,18.1
Jayanagar,12.9207,77.5954,South,Apartment,3,1340,15600,10964,11729,12899,14185,15600,11.3,Yes,8.7,3.6,40
KR Puram,13.0075,77.702,East,Apartment,1,540,9850,5179,5863,6970,8286,9850,19.83,Yes,6.4,7.4,37.5
Whitefield,12.9725,77.7526,East,Builder Floor,3,2080,13700,5943,6989,8747,10947,13700,24.68,Yes,2.2,15,43
Hulimavu,12.898,77.6171,South,Builder Floor,2,1100,6850,4951,5268,5750,6276,6850,7.83,No,7.6,8.1,48
Rajajinagar,12.99,77.5523,West,Villa,4,2690,14450,11535,12041,12796,13598,14450,6.88,Yes,13.5,4.2,31.1
Thanisandra,13.0597,77.6276,North,Apartment,3,1970,9500,5997,6551,7415,8393,9500,14.57,No,11.3,7.4,21.2
Rajajinagar,12.9861,77.5531,West,Apartment,4,2850,12500,9978,10416,11069,11763,12500,5.4,Yes,12.8,3.7,30.8
Rajajinagar,12.9913,77.5514,West,Builder Floor,1,520,13100,10458,10917,11601,12328,13100,6.22,Yes,12.8,4,30
HSR Layout,12.9079,77.642,South,Builder Floor,2,1020,13900,8079,8968,10379,12011,13900,15.57,No,5.9,8.1,43.1
KR Puram,13.0029,77.7026,East,Apartment,2,1090,8800,4627,5238,6227,7403,8800,20.75,Yes,5.9,6.7,34.3
Hennur,13.0405,77.6418,North,Apartment,3,2180,8850,5942,6413,7140,7949,8850,11.27,No,10.5,7.4,22.6
Bannerghatta Road,12.8836,77.6022,South,Apartment,3,1820,8900,5571,6095,6915,7845,8900,11.49,No,8.3,6.8,45.6
Banashankari,12.9286,77.5502,South,Apartment,2,860,8500,6649,6968,7445,7955,8500,7.73,Yes,11.5,5,37.8
Richmond Town,12.968,77.6034,Central,Apartment,2,1040,14450,11302,11844,12656,13523,14450,7.13,Yes,11.2,2.8,36.8
Anjanapura,12.8605,77.573,South,Builder Floor,1,470,6100,4676,4919,5285,5678,6100,8.14,No,11,9.4,49.7
Banashankari,12.9336,77.549,South,Apartment,3,1710,8250,6453,6763,7226,7721,8250,7.36,Yes,9.8,5.4,36.2
Manyata Tech Park,13.0435,77.6255,North,Apartment,3,1870,11700,7716,8357,9349,10459,11700,11.05,No,0.5,7.3,20.3
Jayanagar,12.9288,77.5931,South,Apartment,3,1580,16550,11631,12443,13684,15049,16550,10.72,Yes,8.8,4.1,38.8
Malleshwaram,13.006,77.5719,North,Builder Floor,3,1490,12950,11776,11990,12302,12622,12950,2.72,Yes,12.7,3.2,30.7
Nagarbhavi,12.9667,77.4986,West,Apartment,3,1760,5700,4646,4830,5104,5394,5700,5.29,No,17.4,6.6,40.7
Bannerghatta Road,12.8797,77.5961,South,Apartment,3,1990,10100,6323,6918,7848,8903,10100,12.57,No,7.7,6.7,46.3
Bellandur,12.9279,77.6776,East,Builder Floor,2,870,13900,8276,9144,10514,12089,13900,15.77,No,4,11.7,43.8
Devanahalli,13.2459,77.7162,North,Builder Floor,2,860,9550,5135,5788,6839,8082,9550,18.28,No,31.1,8.5,8.2
HSR Layout,12.9112,77.6396,South,Villa,4,2140,14800,8601,9548,11050,12788,14800,14.2,No,5.8,7.6,38.6
JP Nagar,12.9054,77.5881,South,Builder Floor,1,620,9850,7121,7577,8269,9025,9850,9.22,Yes,9.9,6.4,39.9
Banashankari,12.9347,77.5527,South,Villa,2,1280,8600,6726,7049,7532,8048,8600,5.91,Yes,9.9,4.7,37
Manyata Tech Park,13.0438,77.6171,North,Builder Floor,4,3220,12050,7947,8607,9629,10772,12050,11.59,No,0.5,7.5,19.4
Banashankari,12.9322,77.5532,South,Apartment,3,1310,8800,6884,7214,7708,8236,8800,6.16,Yes,10.7,4.5,40
Electronic City,12.8498,77.6621,South,Apartment,3,1510,6800,4220,4625,5259,5980,6800,15.68,No,0.9,17.5,51.5
HSR Layout,12.9135,77.6392,South,Villa,4,3410,14350,8341,9259,10715,12400,14350,17.63,No,5.9,7.4,41.8
Devanahalli,13.2419,77.7123,North,Apartment,1,690,9200,4947,5576,6589,7786,9200,19.06,No,29.2,7.5,8.2
